Harvest Hope Community Food Bank  |  Donations Log,,,,,,,,,,,
"To log a new donation: enter Date (col B), Item ID (col C), Qty Received (col G), Expiration Date (col H), and Donor Type (col K). Other fields fill automatically.",,,,,,,,,,,
DON-0611,02/03/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),54,8/19/2028,785,OK,Grocery Rescue,
DON-0612,02/03/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),17,10/11/2026,107,OK,Grocery Rescue,
DON-0613,02/05/2026,FI039,White Sandwich Bread,Bread & Bakery,Loaf,32,2/11/2026,-135,EXPIRED,Church Drive,
DON-0614,02/05/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),21,10/20/2026,116,OK,Church Drive,
DON-0615,02/05/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),105,12/8/2027,530,OK,Church Drive,
DON-0616,02/05/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),83,9/3/2028,800,OK,Church Drive,
DON-0617,02/05/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),37,10/28/2028,855,OK,Church Drive,
DON-0618,02/05/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),12,7/19/2029,1119,OK,Church Drive,
DON-0619,02/06/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),18,9/21/2026,87,OK,Restaurant Partner,
DON-0620,02/06/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),32,2/26/2026,-120,EXPIRED,Restaurant Partner,
DON-0621,02/06/2026,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),45,12/27/2026,184,OK,Restaurant Partner,
DON-0622,02/12/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),14,3/17/2026,-101,EXPIRED,Corporate Drive,
DON-0623,02/12/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),63,10/13/2026,109,OK,Corporate Drive,
DON-0624,02/12/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),75,4/16/2027,294,OK,Corporate Drive,
DON-0625,02/12/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),59,12/30/2027,552,OK,Corporate Drive,
DON-0626,02/12/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),40,1/10/2028,563,OK,Corporate Drive,
DON-0627,02/12/2026,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),76,7/27/2028,762,OK,Corporate Drive,
DON-0628,02/12/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),76,10/30/2028,857,OK,Corporate Drive,
DON-0629,02/15/2026,FI042,Apples,Fresh Produce,Bag (3 lb),28,3/3/2026,-115,EXPIRED,Restaurant Partner,
DON-0630,02/15/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,29,3/10/2026,-108,EXPIRED,Restaurant Partner,
DON-0631,02/15/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),26,4/15/2026,-72,EXPIRED,Restaurant Partner,
DON-0632,02/15/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),25,7/11/2027,380,OK,Restaurant Partner,
DON-0633,02/15/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),33,1/12/2029,931,OK,Restaurant Partner,
DON-0634,02/21/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),34,3/4/2026,-114,EXPIRED,Church Drive,
DON-0635,02/21/2026,FI042,Apples,Fresh Produce,Bag (3 lb),29,3/11/2026,-107,EXPIRED,Church Drive,
DON-0636,02/21/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),16,4/13/2026,-74,EXPIRED,Church Drive,
DON-0637,02/21/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),35,8/10/2026,45,OK,Church Drive,
DON-0638,02/21/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),22,8/18/2026,53,OK,Church Drive,
DON-0639,02/21/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),38,9/6/2026,72,OK,Church Drive,
DON-0640,02/21/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),33,9/19/2026,85,OK,Church Drive,
DON-0641,02/22/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),30,3/5/2026,-113,EXPIRED,School Drive,
DON-0642,02/22/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,30,3/29/2026,-89,EXPIRED,School Drive,
DON-0643,02/22/2026,FI025,Granola Bars,Breakfast,Box (8 bars),26,6/18/2026,-8,EXPIRED,School Drive,
DON-0644,02/22/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),118,4/1/2028,645,OK,School Drive,
DON-0645,02/22/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),8,4/1/2028,645,OK,School Drive,
DON-0646,02/23/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,18,3/6/2026,-112,EXPIRED,School Drive,
DON-0647,02/23/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),13,3/9/2026,-109,EXPIRED,School Drive,
DON-0648,02/23/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),9,12/30/2026,187,OK,School Drive,
DON-0649,02/23/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),22,5/23/2027,331,OK,School Drive,
DON-0650,02/23/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),57,10/29/2027,490,OK,School Drive,
DON-0651,02/23/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),27,8/19/2028,785,OK,School Drive,
DON-0652,02/23/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),40,9/8/2028,805,OK,School Drive,
DON-0653,02/23/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),11,2/11/2029,961,OK,School Drive,
DON-0654,02/26/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),16,3/12/2026,-106,EXPIRED,Corporate Drive,
DON-0655,02/26/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),12,11/28/2026,155,OK,Corporate Drive,
DON-0656,02/26/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),43,7/6/2027,375,OK,Corporate Drive,
DON-0657,02/26/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),88,7/13/2027,382,OK,Corporate Drive,
DON-0658,02/26/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),49,2/4/2028,588,OK,Corporate Drive,
DON-0659,02/26/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),86,6/19/2028,724,OK,Corporate Drive,
DON-0660,02/27/2026,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),40,9/1/2026,67,OK,Community Drive,
DON-0661,02/27/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),26,1/16/2027,204,OK,Community Drive,
DON-0662,02/27/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),103,3/13/2027,260,OK,Community Drive,
DON-0663,02/28/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),10,3/6/2026,-112,EXPIRED,Restaurant Partner,
DON-0664,02/28/2026,FI042,Apples,Fresh Produce,Bag (3 lb),12,3/19/2026,-99,EXPIRED,Restaurant Partner,
DON-0665,02/28/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),51,2/23/2027,242,OK,Restaurant Partner,
DON-0666,02/28/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),30,11/11/2027,503,OK,Restaurant Partner,
DON-0667,02/28/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),23,12/31/2027,553,OK,Restaurant Partner,
DON-0668,02/28/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),29,10/7/2028,834,OK,Restaurant Partner,
DON-0669,03/04/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),34,4/12/2026,-75,EXPIRED,School Drive,
DON-0670,03/04/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),41,10/14/2026,110,OK,School Drive,
DON-0671,03/04/2026,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),61,10/30/2026,126,OK,School Drive,
DON-0672,03/04/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),64,11/7/2026,134,OK,School Drive,
DON-0673,03/04/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),63,12/3/2026,160,OK,School Drive,
DON-0674,03/04/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),54,3/6/2028,619,OK,School Drive,
DON-0675,03/08/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,37,3/10/2026,-108,EXPIRED,Community Drive,
DON-0676,03/08/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),32,3/21/2026,-97,EXPIRED,Community Drive,
DON-0677,03/08/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),48,7/29/2027,398,OK,Community Drive,
DON-0678,03/08/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),70,11/17/2027,509,OK,Community Drive,
DON-0679,03/09/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,38,3/14/2026,-104,EXPIRED,Grocery Rescue,
DON-0680,03/09/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,38,4/5/2026,-82,EXPIRED,Church Drive,
DON-0681,03/09/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),27,7/28/2026,32,OK,Grocery Rescue,
DON-0682,03/09/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),35,1/19/2027,207,OK,Grocery Rescue,
DON-0683,03/09/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),50,9/13/2027,444,OK,Grocery Rescue,
DON-0684,03/09/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),49,2/7/2028,591,OK,Church Drive,
DON-0685,03/09/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),107,8/30/2028,796,OK,Grocery Rescue,
DON-0686,03/09/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),72,9/8/2028,805,OK,Church Drive,
DON-0687,03/09/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),77,11/8/2028,866,OK,Grocery Rescue,
DON-0688,03/09/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),83,1/17/2029,936,OK,Grocery Rescue,
DON-0689,03/09/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),34,1/3/2027,191,OK,Grocery Rescue,
DON-0690,03/11/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),29,4/29/2026,-58,EXPIRED,Community Drive,
DON-0691,03/11/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),24,10/19/2026,115,OK,Community Drive,
DON-0692,03/11/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),21,11/30/2026,157,OK,Community Drive,
DON-0693,03/11/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),53,3/14/2027,261,OK,Community Drive,
DON-0694,03/11/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),87,5/15/2027,323,OK,Community Drive,
DON-0695,03/11/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),75,1/20/2028,573,OK,Community Drive,
DON-0696,03/11/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),39,5/17/2028,691,OK,Community Drive,
DON-0697,03/11/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),99,10/23/2028,850,OK,Community Drive,
DON-0698,03/13/2026,FI025,Granola Bars,Breakfast,Box (8 bars),57,9/2/2026,68,OK,Restaurant Partner,
DON-0699,03/13/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),22,9/20/2026,86,OK,Restaurant Partner,
DON-0700,03/13/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),30,1/24/2027,212,OK,Restaurant Partner,
DON-0701,03/13/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),28,9/11/2027,442,OK,Restaurant Partner,
DON-0702,03/13/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),32,10/10/2027,471,OK,Restaurant Partner,
DON-0703,03/13/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),13,6/29/2028,734,OK,Restaurant Partner,
DON-0704,03/13/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),36,11/14/2028,872,OK,Restaurant Partner,
DON-0705,03/13/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),36,1/17/2029,936,OK,Restaurant Partner,
DON-0706,03/14/2026,FI043,Bananas,Fresh Produce,Bunch (~7),39,3/17/2026,-101,EXPIRED,Church Drive,
DON-0707,03/14/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),35,3/24/2026,-94,EXPIRED,Church Drive,
DON-0708,03/14/2026,FI025,Granola Bars,Breakfast,Box (8 bars),45,6/26/2026,0,EXPIRED,Church Drive,
DON-0709,03/14/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),19,11/27/2026,154,OK,Church Drive,
DON-0710,03/14/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),69,7/22/2027,391,OK,Church Drive,
DON-0711,03/14/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),100,7/28/2027,397,OK,Church Drive,
DON-0712,03/15/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),17,1/26/2027,214,OK,Corporate Drive,
DON-0713,03/15/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),78,10/9/2027,470,OK,Corporate Drive,
DON-0714,03/15/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),48,12/30/2028,918,OK,Corporate Drive,
DON-0715,03/16/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),18,3/23/2026,-95,EXPIRED,Corporate Drive,
DON-0716,03/16/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),99,5/12/2027,320,OK,Corporate Drive,
DON-0717,03/16/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),44,1/6/2028,559,OK,Corporate Drive,
DON-0718,03/16/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),52,10/25/2028,852,OK,Corporate Drive,
DON-0719,03/21/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),19,4/20/2026,-67,EXPIRED,Individual Donor,
DON-0720,03/21/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),46,9/23/2026,89,OK,Individual Donor,
DON-0721,03/21/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),28,12/10/2026,167,OK,Individual Donor,
DON-0722,03/21/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),47,6/20/2027,359,OK,Individual Donor,
DON-0723,03/21/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),98,6/23/2027,362,OK,Individual Donor,
DON-0724,03/21/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),69,8/5/2027,405,OK,Individual Donor,
DON-0725,03/21/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),58,6/23/2028,728,OK,Individual Donor,
DON-0726,03/22/2026,FI043,Bananas,Fresh Produce,Bunch (~7),42,3/27/2026,-91,EXPIRED,Church Drive,
DON-0727,03/22/2026,FI043,Bananas,Fresh Produce,Bunch (~7),26,3/29/2026,-89,EXPIRED,Restaurant Partner,
DON-0728,03/22/2026,FI042,Apples,Fresh Produce,Bag (3 lb),23,4/4/2026,-83,EXPIRED,Restaurant Partner,
DON-0729,03/22/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),38,4/7/2026,-80,EXPIRED,Community Drive,
DON-0730,03/22/2026,FI025,Granola Bars,Breakfast,Box (8 bars),54,6/14/2026,-12,EXPIRED,Community Drive,
DON-0731,03/22/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),37,10/5/2026,101,OK,Church Drive,
DON-0732,03/22/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),34,12/2/2026,159,OK,Restaurant Partner,
DON-0733,03/22/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),58,12/10/2026,167,OK,Community Drive,
DON-0734,03/22/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),80,10/12/2028,839,OK,Church Drive,
DON-0735,03/22/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),22,4/12/2030,1386,OK,Church Drive,
DON-0736,03/27/2026,FI025,Granola Bars,Breakfast,Box (8 bars),58,8/16/2026,51,OK,Government Surplus,
DON-0737,03/27/2026,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),76,10/20/2026,116,OK,Government Surplus,
DON-0738,03/27/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),112,12/3/2027,525,OK,Government Surplus,
DON-0739,03/27/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),48,8/8/2028,774,OK,Government Surplus,
DON-0740,03/27/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),65,1/25/2029,944,OK,Government Surplus,
DON-0741,03/28/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),31,8/7/2026,42,OK,Restaurant Partner,
DON-0742,03/28/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),27,4/5/2026,-82,EXPIRED,Community Drive,
DON-0743,03/28/2026,FI042,Apples,Fresh Produce,Bag (3 lb),27,4/16/2026,-71,EXPIRED,Restaurant Partner,
DON-0744,03/28/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),24,7/31/2026,35,OK,Restaurant Partner,
DON-0745,03/28/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),20,9/21/2026,87,OK,Restaurant Partner,
DON-0746,03/28/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),66,10/16/2026,112,OK,Restaurant Partner,
DON-0747,03/28/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),75,10/29/2026,125,OK,Restaurant Partner,
DON-0748,03/28/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),59,11/24/2026,151,OK,Restaurant Partner,
DON-0749,03/28/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),31,2/5/2027,224,OK,Community Drive,
DON-0750,03/28/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),45,11/28/2027,520,OK,Community Drive,
DON-0751,03/28/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),77,12/1/2027,523,OK,Community Drive,
DON-0752,03/28/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),79,3/17/2029,995,OK,Community Drive,
DON-0753,04/03/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),96,6/24/2027,363,OK,Government Surplus,
DON-0754,04/03/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),51,3/3/2029,981,OK,Government Surplus,
DON-0755,04/03/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),42,1/27/2027,215,OK,Government Surplus,
DON-0756,04/04/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),27,4/15/2026,-72,EXPIRED,Individual Donor,
DON-0757,04/04/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),13,8/4/2026,39,OK,Individual Donor,
DON-0758,04/04/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),59,8/18/2026,53,OK,Individual Donor,
DON-0759,04/04/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),10,9/10/2026,76,OK,Individual Donor,
DON-0760,04/04/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),107,6/19/2027,358,OK,Individual Donor,
DON-0761,04/04/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),51,9/2/2028,799,OK,Individual Donor,
DON-0762,04/04/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),153,2/16/2029,966,OK,Individual Donor,
DON-0763,04/04/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),17,3/20/2029,998,OK,Individual Donor,
DON-0764,04/05/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,16,4/10/2026,-77,EXPIRED,Restaurant Partner,
DON-0765,04/05/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),17,4/17/2026,-70,EXPIRED,Restaurant Partner,
DON-0766,04/05/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),20,10/13/2026,109,OK,Restaurant Partner,
DON-0767,04/05/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),24,11/2/2026,129,OK,Restaurant Partner,
DON-0768,04/05/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),74,12/7/2027,529,OK,Restaurant Partner,
DON-0769,04/05/2026,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),81,1/23/2028,576,OK,Restaurant Partner,
DON-0770,04/05/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),23,12/5/2028,893,OK,Restaurant Partner,
DON-0771,04/05/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),38,3/19/2029,997,OK,Restaurant Partner,
DON-0772,04/06/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,16,4/16/2026,-71,EXPIRED,Corporate Drive,
DON-0773,04/06/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),14,5/9/2026,-48,EXPIRED,Church Drive,
DON-0774,04/06/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,31,5/11/2026,-46,EXPIRED,Church Drive,
DON-0775,04/06/2026,FI025,Granola Bars,Breakfast,Box (8 bars),19,6/26/2026,0,EXPIRED,Corporate Drive,
DON-0776,04/06/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),76,8/16/2026,51,OK,Church Drive,
DON-0777,04/06/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),76,10/6/2027,467,OK,Church Drive,
DON-0778,04/06/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),95,2/22/2028,606,OK,Church Drive,
DON-0779,04/06/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),111,11/3/2028,861,OK,Church Drive,
DON-0780,04/06/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),70,1/17/2029,936,OK,Corporate Drive,
DON-0781,04/06/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),28,7/1/2029,1101,OK,Church Drive,
DON-0782,04/08/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),35,4/23/2026,-64,EXPIRED,School Drive,
DON-0783,04/08/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,40,4/29/2026,-58,EXPIRED,School Drive,
DON-0784,04/08/2026,FI025,Granola Bars,Breakfast,Box (8 bars),24,9/3/2026,69,OK,School Drive,
DON-0785,04/08/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),46,12/20/2027,542,OK,School Drive,
DON-0786,04/12/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,20,4/16/2026,-71,EXPIRED,Government Surplus,
DON-0787,04/12/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),33,12/10/2027,532,OK,Government Surplus,
DON-0788,04/12/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),43,12/11/2027,533,OK,Government Surplus,
DON-0789,04/13/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),106,11/7/2026,134,OK,Church Drive,
DON-0790,04/13/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),96,5/23/2028,697,OK,Church Drive,
DON-0791,04/13/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),80,12/31/2028,919,OK,Church Drive,
DON-0792,04/14/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),36,5/5/2026,-52,EXPIRED,Church Drive,
DON-0793,04/14/2026,FI025,Granola Bars,Breakfast,Box (8 bars),33,7/17/2026,21,NOTICE,Individual Donor,
DON-0794,04/14/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),30,9/4/2026,70,OK,Individual Donor,
DON-0795,04/14/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),83,12/22/2026,179,OK,Individual Donor,
DON-0796,04/14/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),30,1/13/2027,201,OK,Individual Donor,
DON-0797,04/14/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),71,5/10/2027,318,OK,Individual Donor,
DON-0798,04/14/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),55,6/23/2027,362,OK,Church Drive,
DON-0799,04/14/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),93,5/12/2028,686,OK,Individual Donor,
DON-0800,04/14/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),44,11/1/2028,859,OK,Individual Donor,
DON-0801,04/14/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),67,3/10/2029,988,OK,Church Drive,
DON-0802,04/14/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),26,12/5/2026,162,OK,Individual Donor,
DON-0803,04/17/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,28,4/22/2026,-65,EXPIRED,Government Surplus,
DON-0804,04/17/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,26,5/13/2026,-44,EXPIRED,Government Surplus,
DON-0805,04/17/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),19,10/23/2026,119,OK,Government Surplus,
DON-0806,04/17/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),34,5/6/2027,314,OK,Government Surplus,
DON-0807,04/17/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),68,9/6/2027,437,OK,Government Surplus,
DON-0808,04/17/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),33,12/1/2027,523,OK,Government Surplus,
DON-0809,04/21/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),32,5/20/2026,-37,EXPIRED,Grocery Rescue,
DON-0810,04/21/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),57,10/9/2026,105,OK,Grocery Rescue,
DON-0811,04/21/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),50,2/27/2027,246,OK,Grocery Rescue,
DON-0812,04/21/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),17,3/28/2027,275,OK,Grocery Rescue,
DON-0813,04/21/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),20,4/19/2027,297,OK,Grocery Rescue,
DON-0814,04/25/2026,FI039,White Sandwich Bread,Bread & Bakery,Loaf,35,4/28/2026,-59,EXPIRED,Church Drive,
DON-0815,04/25/2026,FI042,Apples,Fresh Produce,Bag (3 lb),42,5/5/2026,-52,EXPIRED,Church Drive,
DON-0816,04/25/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,42,5/12/2026,-45,EXPIRED,School Drive,
DON-0817,04/25/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),38,5/19/2026,-38,EXPIRED,School Drive,
